RatingBlock,Image,Race,Trait,Type,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,RInstr.started,RInstr.stopped,RKey.keys,RKey.rt,RKey.started,RKey.stopped,image_5.started,image_5.stopped,slider.response,slider.rt,slider.started,slider.stopped,NextBu.started,NextBu.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ITI,text.started,text.stopped,EndText.started,EndText.stopped,MacID,Gender,Age,Ethnicity (e.g., African, Asian, & Caucasian),date,expName,psychopyVersion,frameRate,
TrialCondition_A.csv,Images/S_A_I3_03.png,Asian,Dominant,normal,0,2,2,0,0,6,6,21,,,,,,,180.00966891698772,None,44.333333333333336,1.1227533750061411,180.30739199998789,None,180.30739199998789,None,-0.021111111111111112,-0.3566666666666667,1,0,0,NextBu,0.305541779496707,None,180.30739199998789,None,180.30739199998789,None,0.5989568251947055,181.64087395800743,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I1_02.png,Asian,Submissive,normal,0,2,2,0,0,7,7,22,,,,,,,182.25615187498624,None,41.0,1.2246933749993332,182.54098020799574,None,182.54098020799574,None,-0.01888888888888889,-0.37777777777777777,1,0,0,NextBu,0.3114394034491852,None,182.54098020799574,None,182.54098020799574,None,0.8020797283739355,183.9581047919928,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I4_03.png,Asian,Dominant,normal,0,2,2,0,0,8,8,6,,,,,,,184.7751563329948,None,52.55555555555556,1.00940220800112,185.07375504198717,None,185.07375504198717,None,0.0033333333333333335,-0.41555555555555557,1,0,0,NextBu,0.31114444552804343,None,185.07375504198717,None,185.07375504198717,None,1.2476016071662572,186.24091941700317,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I2_02.png,Asian,Submissive,normal,0,2,2,0,0,9,9,13,,,,,,,187.49312299999292,None,50.55555555555556,0.7737149159947876,187.791849250003,None,187.791849250003,None,0.0033333333333333335,-0.41333333333333333,1,0,0,NextBu,0.3078703624778427,None,187.791849250003,None,187.791849250003,None,0.9141086530078278,188.7735652079864,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I5_04.png,Asian,Dominant,normal,0,2,2,0,0,10,10,9,,,,,,,189.69183399999747,None,75.77777777777777,1.6076429999957327,189.99158516697935,None,189.99158516697935,None,0.07333333333333333,-0.39444444444444443,1,0,0,NextBu,0.3096975294756703,None,189.99158516697935,None,189.99158516697935,None,0.6039405836941295,191.97417191698332,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I4_01.png,Asian,Submissive,normal,0,2,2,0,0,11,11,23,,,,,,,192.59092200000305,None,74.66666666666667,0.9090163329965435,192.89096616700408,None,192.89096616700408,None,0.0033333333333333335,-0.4033333333333333,1,0,0,NextBu,0.31142290445859544,None,192.89096616700408,None,192.89096616700408,None,1.4147650174300948,194.6738358750008,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I4_01.png,Asian,Submissive,normal,0,2,2,0,0,12,12,16,,,,,,,196.09182695799973,None,63.888888888888886,1.5082352090103086,196.39110229199287,None,196.39110229199287,None,-0.012222222222222223,-0.38,1,0,0,NextBu,0.3100038204865996,None,196.39110229199287,None,196.39110229199287,None,1.3812540064174645,198.07402708299924,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I2_04.png,Asian,Dominant,normal,0,2,2,0,0,13,13,3,,,,,,,199.45796366699506,None,59.88888888888889,0.908603750023758,199.75808670799597,None,199.75808670799597,None,0.022222222222222223,-0.39111111111111113,1,0,0,NextBu,0.311017403495498,None,199.75808670799597,None,199.75808670799597,None,1.3596187097371968,200.90732825000305,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I3_04.png,Asian,Dominant,normal,0,2,2,0,0,14,14,5,,,,,,,202.27520791700226,None,57.00000000000001,0.740909666987136,202.5740143749863,None,202.5740143749863,None,-0.013333333333333334,-0.37666666666666665,1,0,0,NextBu,0.30887898651417345,None,202.5740143749863,None,202.5740143749863,None,1.0694388233126755,203.65769166700193,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I1_01.png,Asian,Submissive,normal,0,2,2,0,0,15,15,10,,,,,,,204.74271849999786,None,45.22222222222222,1.1572719579853583,205.04163637498277,None,205.04163637498277,None,-0.03,-0.3655555555555556,1,0,0,NextBu,0.30760365349124186,None,205.04163637498277,None,205.04163637498277,None,1.4874441118290924,206.39057499999763,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I1_03.png,Asian,Dominant,normal,0,2,2,0,0,16,16,0,,,,,,,207.89125437499024,None,46.33333333333333,0.7756827500124928,208.19192099999054,None,208.19192099999054,None,0.0044444444444444444,-0.36444444444444446,1,0,0,NextBu,0.3123047795088496,None,208.19192099999054,None,208.19192099999054,None,0.7751395629922708,210.0903574579861,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I1_04.png,Asian,Dominant,normal,0,2,2,0,0,17,17,1,,,,,,,210.87567675000173,None,48.55555555555556,1.1232307090249378,211.17449908299022,None,211.17449908299022,None,0.015555555555555555,-0.4088888888888889,1,0,0,NextBu,0.3073811544745695,None,211.17449908299022,None,211.17449908299022,None,1.2361246745631447,212.89155062500504,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I3_01.png,Asian,Submissive,normal,0,2,2,0,0,18,18,14,,,,,,,214.1414431250014,None,35.88888888888889,0.7260539169947151,214.44239312500576,None,214.44239312500576,None,-0.03111111111111111,-0.36444444444444446,1,0,0,NextBu,0.31342515448341146,None,214.44239312500576,None,214.44239312500576,None,0.5333869307267084,215.37521629198454,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I5_01.png,Asian,Submissive,normal,0,2,2,0,0,19,19,18,,,,,,,215.90853449999122,None,51.77777777777778,1.2781431660114322,216.2077887079795,None,216.2077887079795,None,0.034444444444444444,-0.4288888888888889,1,0,0,NextBu,0.3150416954886168,None,216.2077887079795,None,216.2077887079795,None,1.3046153954001234,217.8580357079918,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I4_04.png,Asian,Dominant,normal,0,2,2,0,0,20,20,7,,,,,,,219.17521441698773,None,53.0,3.275915583013557,219.47449441699428,None,219.47449441699428,None,0.005555555555555556,-0.38333333333333336,1,0,0,NextBu,0.31248602955020033,None,219.47449441699428,None,219.47449441699428,None,0.7569268075061583,223.55796445798478,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I4_02.png,Asian,Submissive,normal,0,2,2,0,0,21,21,17,,,,,,,224.32673079200322,None,43.333333333333336,1.6563381250016391,224.62512683297973,None,224.62512683297973,None,-0.022222222222222223,-0.38,1,0,0,NextBu,0.3056943204719573,None,224.62512683297973,None,224.62512683297973,None,0.9068035561104485,226.62450145799085,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I3_03.png,Asian,Dominant,normal,0,2,2,0,0,22,22,4,,,,,,,227.54393137499574,None,32.77777777777778,1.3394887909817044,227.84143366699573,None,227.84143366699573,None,-0.058888888888888886,-0.3788888888888889,1,0,0,NextBu,0.305623154505156,None,227.84143366699573,None,227.84143366699573,None,0.6140241078447178,229.44118525000522,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I1_04.png,Asian,Dominant,normal,0,2,2,0,0,23,23,20,,,,,,,230.05880312499357,None,37.44444444444445,1.3250622079940513,230.35787070798688,None,230.35787070798688,None,-0.027777777777777776,-0.4022222222222222,1,0,0,NextBu,0.3097309455042705,None,230.35787070798688,None,230.35787070798688,None,0.8731749130831878,236.19121499999892,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0754842919996,None,,,,,,,,,
