RatingBlock,Image,Race,Trait,Type,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,Ratingtrials.thisRepN,Ratingtrials.thisTrialN,Ratingtrials.thisN,Ratingtrials.thisIndex,RInstr.started,RInstr.stopped,RKey.keys,RKey.rt,RKey.started,RKey.stopped,image_5.started,image_5.stopped,slider.response,slider.rt,slider.started,slider.stopped,NextBu.started,NextBu.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,ITI,text.started,text.stopped,EndText.started,EndText.stopped,MacID,Gender,Age,Ethnicity (e.g., African, Asian, & Caucasian),date,expName,psychopyVersion,frameRate,
TrialCondition_C.csv,Images/S_C_I5_03.png,Caucasian,Dominant,normal,0,1,1,2,0,1,1,8,,,,,,,92.2915996669908,None,60.66666666666667,0.7239298750064336,92.59015758300666,None,92.59015758300666,None,0.03222222222222222,-0.4033333333333333,1,0,0,NextBu,0.3081918624811806,None,92.59015758300666,None,92.59015758300666,None,0.5567622538378385,93.52346720799687,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I4_02.png,Caucasian,Submissive,normal,0,1,1,2,0,2,2,17,,,,,,,94.08998225000687,None,78.33333333333333,0.8266548749816138,94.3907607079891,None,94.3907607079891,None,-0.06222222222222222,-0.4111111111111111,1,0,0,NextBu,0.3133257374865934,None,94.3907607079891,None,94.3907607079891,None,1.3352615892884383,95.45686274999753,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I4_03.png,Caucasian,Dominant,normal,0,1,1,2,0,3,3,6,,,,,,,96.80740845800028,None,16.333333333333332,0.991369166993536,97.10648091699113,None,97.10648091699113,None,-0.03777777777777778,-0.3788888888888889,1,0,0,NextBu,0.3092632374900859,None,97.10648091699113,None,97.10648091699113,None,1.0312228509546622,98.40636758299661,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I3_04.png,Caucasian,Dominant,normal,0,1,1,2,0,4,4,5,,,,,,,99.44125258299755,None,51.77777777777778,0.9241762080055196,99.74031991697848,None,99.74031991697848,None,-0.01,-0.38666666666666666,1,0,0,NextBu,0.3092360294831451,None,99.74031991697848,None,99.74031991697848,None,1.4173126891564978,100.85569620798924,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I2_04.png,Caucasian,Dominant,normal,0,1,1,2,0,5,5,21,,,,,,,102.27515258299536,None,48.11111111111111,1.3737239579786547,102.57344499998726,None,102.57344499998726,None,-0.056666666666666664,-0.36333333333333334,1,0,0,NextBu,0.30778669548453763,None,102.57344499998726,None,102.57344499998726,None,0.9380613346031039,104.84111570799723,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I1_02.png,Caucasian,Submissive,normal,0,1,1,2,0,6,6,11,,,,,,,105.7919793750043,None,29.000000000000004,1.3902967920002993,106.09102479199646,None,106.09102479199646,None,-0.015555555555555555,-0.39555555555555555,1,0,0,NextBu,0.30822011150303297,None,106.09102479199646,None,106.09102479199646,None,0.7715316813049145,107.90641312499065,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I1_03.png,Caucasian,Dominant,normal,0,1,1,2,0,7,7,20,,,,,,,108.69067383298534,None,52.11111111111111,0.8415605829795823,108.98986908298684,None,108.98986908298684,None,0.015555555555555555,-0.3844444444444444,1,0,0,NextBu,0.3097780695243273,None,108.98986908298684,None,108.98986908298684,None,1.0919017968860998,110.1398929579882,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I4_01.png,Caucasian,Submissive,normal,0,1,1,2,0,8,8,16,,,,,,,111.2412631670013,None,89.88888888888889,1.3077872500289232,111.54040237498702,None,111.54040237498702,None,0.06666666666666667,-0.3711111111111111,1,0,0,NextBu,0.30819094547769055,None,111.54040237498702,None,111.54040237498702,None,1.3271527038295752,113.4567608749785,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I5_04.png,Caucasian,Dominant,normal,0,1,1,2,0,9,9,9,,,,,,,114.79129666698282,None,50.44444444444445,2.4244015000003856,115.09059908299241,None,115.09059908299241,None,0.0033333333333333335,-0.42333333333333334,1,0,0,NextBu,0.308903488505166,None,115.09059908299241,None,115.09059908299241,None,0.9923585382614363,118.95686637499603,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I4_04.png,Caucasian,Dominant,normal,0,1,1,2,0,10,10,7,,,,,,,119.95969299998251,None,30.666666666666664,1.4054650000180118,120.2567858749826,None,120.2567858749826,None,-0.011111111111111112,-0.4255555555555556,1,0,0,NextBu,0.3043456125014927,None,120.2567858749826,None,120.2567858749826,None,0.9727501518285517,121.92330274998676,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I3_01.png,Caucasian,Submissive,normal,0,1,1,2,0,11,11,23,,,,,,,122.90722620798624,None,40.22222222222222,2.759478708001552,123.20756974999676,None,123.20756974999676,None,-0.014444444444444444,-0.3788888888888889,1,0,0,NextBu,0.31186027848161757,None,123.20756974999676,None,123.20756974999676,None,1.0158766326488946,127.4067170000053,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I2_02.png,Caucasian,Submissive,normal,0,1,1,2,0,12,12,13,,,,,,,128.42631199999596,None,59.44444444444444,1.122707124974113,128.7234330829815,None,128.7234330829815,None,-0.023333333333333334,-0.4122222222222222,1,0,0,NextBu,0.3042291954916436,None,128.7234330829815,None,128.7234330829815,None,1.1973711359410237,130.12395970799844,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I3_01.png,Caucasian,Submissive,normal,0,1,1,2,0,13,13,14,,,,,,,131.32388491698657,None,23.11111111111111,1.042995041992981,131.62467216700315,None,131.62467216700315,None,0.0044444444444444444,-0.39444444444444443,1,0,0,NextBu,0.31255077847163193,None,131.62467216700315,None,131.62467216700315,None,0.7712295561406175,133.35684645798756,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I5_02.png,Caucasian,Submissive,normal,0,1,1,2,0,14,14,19,,,,,,,134.1417524999997,None,50.66666666666667,1.5081362079945393,134.44031158299185,None,134.44031158299185,None,0.027777777777777776,-0.3811111111111111,1,0,0,NextBu,0.3070650295121595,None,134.44031158299185,None,134.44031158299185,None,0.7131809286458212,136.22352212498663,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I1_03.png,Caucasian,Dominant,normal,0,1,1,2,0,15,15,0,,,,,,,136.9406983749941,None,40.888888888888886,1.4588513339986093,137.24077195799327,None,137.24077195799327,None,-0.012222222222222223,-0.36,1,0,0,NextBu,0.3110651114839129,None,137.24077195799327,None,137.24077195799327,None,0.845395154299729,139.02351191698108,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I1_04.png,Caucasian,Dominant,normal,0,1,1,2,0,16,16,1,,,,,,,139.8756164170045,None,50.33333333333333,1.639607499993872,140.1736769999843,None,140.1736769999843,None,0.043333333333333335,-0.37666666666666665,1,0,0,NextBu,0.3062061124655884,None,140.1736769999843,None,140.1736769999843,None,0.6560176320111825,142.07372483299696,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I3_02.png,Caucasian,Submissive,normal,0,1,1,2,0,17,17,15,,,,,,,142.7418767499912,None,38.666666666666664,1.7074529999808874,143.04018379200716,None,143.04018379200716,None,0.03111111111111111,-0.3788888888888889,1,0,0,NextBu,0.3081068635219708,None,143.04018379200716,None,143.04018379200716,None,0.5279542297715843,145.03962554200552,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I1_01.png,Caucasian,Submissive,normal,0,1,1,2,0,18,18,10,,,,,,,145.573406874988,None,69.88888888888889,1.293315832997905,145.87371312498,None,145.87371312498,None,0.05444444444444444,-0.36444444444444446,1,0,0,NextBu,0.3132025715021882,None,145.87371312498,None,145.87371312498,None,0.9092341730935056,147.44023604199174,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I3_03.png,Caucasian,Dominant,normal,0,1,1,2,0,19,19,4,,,,,,,148.3580999999831,None,59.77777777777777,0.924733040999854,148.65714854199905,None,148.65714854199905,None,-0.0077777777777777776,-0.3933333333333333,1,0,0,NextBu,0.3106854035286233,None,148.65714854199905,None,148.65714854199905,None,0.997148392280005,149.75666095799534,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I5_01.png,Caucasian,Submissive,normal,0,1,1,2,0,20,20,18,,,,,,,150.75664404200506,None,34.0,1.0768549169879407,151.05722820799565,None,151.05722820799565,None,-0.024444444444444446,-0.36333333333333334,1,0,0,NextBu,0.3129936125187669,None,151.05722820799565,None,151.05722820799565,None,1.2740795999636245,153.07361691698316,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I2_01.png,Caucasian,Submissive,normal,0,1,1,2,0,21,21,12,,,,,,,154.35856658298871,None,48.333333333333336,0.9076847499818541,154.65750270799617,None,154.65750270799617,None,0.0011111111111111111,-0.37555555555555553,1,0,0,NextBu,0.31068819548818283,None,154.65750270799617,None,154.65750270799617,None,0.7716131109113183,155.77382354199653,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I2_04.png,Caucasian,Dominant,normal,0,1,1,2,0,22,22,3,,,,,,,156.55753758299397,None,48.66666666666667,1.575754000019515,156.85713412499172,None,156.85713412499172,None,-0.0011111111111111111,-0.3688888888888889,1,0,0,NextBu,0.3108673625101801,None,156.85713412499172,None,156.85713412499172,None,0.6857606744466742,158.79054950000136,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,Images/S_C_I1_02.png,Caucasian,Submissive,normal,0,1,1,2,0,23,23,22,,,,,,,159.4907731669955,None,42.55555555555556,2.1258743749931455,159.79098024999257,None,159.79098024999257,None,-0.0011111111111111111,-0.3811111111111111,1,0,0,NextBu,0.31314198748441413,None,159.79098024999257,None,159.79098024999257,None,0.9857383598730722,162.1239465419785,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_C.csv,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I5_02.png,Asian,Submissive,normal,0,2,2,0,0,0,0,19,,,,,,,163.1325658329879,None,32.111111111111114,1.2675874170090538,163.42495424998924,None,163.42495424998924,None,-0.03888888888888889,-0.37444444444444447,1,0,0,NextBu,0.3124620579765178,None,163.42495424998924,None,163.42495424998924,None,1.3998155278962523,165.2404282919888,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I2_03.png,Asian,Dominant,normal,0,2,2,0,0,1,1,2,,,,,,,166.6422905419895,None,46.33333333333333,1.1065872909966856,166.94046662500477,None,166.94046662500477,None,0.02,-0.4077777777777778,1,0,0,NextBu,0.3078926544985734,None,166.94046662500477,None,166.94046662500477,None,0.7452994811522933,168.20702912498382,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I1_02.png,Asian,Submissive,normal,0,2,2,0,0,2,2,11,,,,,,,168.95736612498877,None,74.33333333333334,1.4770211249997374,169.2578922919929,None,169.2578922919929,None,0.06555555555555556,-0.39111111111111113,1,0,0,NextBu,0.31342019551084377,None,169.2578922919929,None,169.2578922919929,None,1.1274861905650635,171.007870750007,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I3_02.png,Asian,Submissive,normal,0,2,2,0,0,3,3,15,,,,,,,172.14091445799568,None,29.555555555555557,1.0093838330067229,172.44172612499096,None,172.44172612499096,None,0.03777777777777778,-0.3711111111111111,1,0,0,NextBu,0.31161869451170787,None,172.44172612499096,None,172.44172612499096,None,0.7316515294442099,173.70753579199663,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I2_01.png,Asian,Submissive,normal,0,2,2,0,0,4,4,12,,,,,,,174.4420749580022,None,55.333333333333336,1.0247839169751387,174.7408653750026,None,174.7408653750026,None,0.03111111111111111,-0.4,1,0,0,NextBu,0.30920165448333137,None,174.7408653750026,None,174.7408653750026,None,1.4467357292797898,175.95815287498408,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
TrialCondition_A.csv,Images/S_A_I5_03.png,Asian,Dominant,normal,0,2,2,0,0,5,5,8,,,,,,,177.40945412497967,None,45.666666666666664,0.9896784170123283,177.70695712498855,None,177.70695712498855,None,-0.01,-0.38222222222222224,1,0,0,NextBu,0.3071946955169551,None,177.70695712498855,None,177.70695712498855,None,1.1535059571714465,178.84090599999763,None,,,,,,,2021_Oct_11_1935,FatFaceOnline,2021.2.3,60.145281055875515,
